time,source,x,y
0.008013248443603516,/odom,-2.510387549431255,1.061085688114068
0.023157835006713867,/noisy_odom,-2.294012425308004,0.309198073252977
0.024118900299072266,/ekf_odom,-2.2541696338712702,0.31125092172922003
0.040418386459350586,/odom,-2.510387560759395,1.0610856843561611
0.041213274002075195,/noisy_odom,-2.37148980580132,0.3514563675673186
0.041812896728515625,/ekf_odom,-2.3309575373630467,0.35304340752063457
0.07335305213928223,/odom,-2.5103875709938883,1.0610856792021828
0.07418942451477051,/noisy_odom,-2.3033506840633815,0.2502703386832724
0.07489466667175293,/ekf_odom,-2.262343634218259,0.25164945375913256
0.10671210289001465,/odom,-2.510387510871495,1.06108567310481
0.1075739860534668,/noisy_odom,-2.3484144628535066,0.23943736746891786
0.10841035842895508,/ekf_odom,-2.306932451434201,0.241445481444096
0.14028143882751465,/odom,-2.510387484957221,1.0610856658680285
0.14115071296691895,/noisy_odom,-2.3331535944395454,0.30036797567314644
0.14173626899719238,/ekf_odom,-2.291392326758654,0.3019827700051412
0.1738271713256836,/odom,-2.510387505632728,1.0610856548015795
0.17453503608703613,/noisy_odom,-2.326521078060783,0.43817919601440347
0.17507147789001465,/ekf_odom,-2.2849347131646613,0.43961670531240377
0.207474946975708,/odom,-2.5103875240773035,1.0610856630939849
0.20812487602233887,/noisy_odom,-2.344193441101847,0.3811692846253192
0.20864343643188477,/ekf_odom,-2.3024601319489286,0.38339803752746376
0.24131417274475098,/odom,-2.510387528565332,1.061085717539026
0.24199819564819336,/noisy_odom,-2.3515212794144524,0.27697132311083683
0.2425687313079834,/ekf_odom,-2.3094557536719753,0.27820190331493916
0.275254487991333,/odom,-2.5103875242739115,1.061085773088097
0.2759439945220947,/noisy_odom,-2.357214109426735,0.36539407470811835
0.2764713764190674,/ekf_odom,-2.315083739083261,0.3665834734817275
0.30920886993408203,/odom,-2.510387510109428,1.0610857659889947
0.3099207878112793,/noisy_odom,-2.336808999706117,0.30957653735169854
0.3104712963104248,/ekf_odom,-2.294459709321522,0.31125891352146695
0.34314966201782227,/odom,-2.510387525947327,1.0610857212362843
0.34386348724365234,/noisy_odom,-2.3434886642402732,0.32677409209938435
0.34440040588378906,/ekf_odom,-2.3012783339783995,0.3281150757143015
0.3771703243255615,/odom,-2.510387451733779,1.0610856815996959
0.3780245780944824,/noisy_odom,-2.352127796667287,0.287035130876541
0.378889799118042,/ekf_odom,-2.3096218762556635,0.2883869579172309
0.41123056411743164,/odom,-2.5103874316593124,1.0610856933185049
0.41208839416503906,/noisy_odom,-2.3973108713818876,0.28241001303610236
0.41290926933288574,/ekf_odom,-2.354968250180752,0.28424646753391997
0.4451725482940674,/odom,-2.510387394151595,1.06108571186598
0.44584083557128906,/noisy_odom,-2.3795438118674,0.31284257637916135
0.4463772773742676,/ekf_odom,-2.337564859117357,0.3137759474737177
0.4793667793273926,/odom,-2.510387284321227,1.0610857418270017
0.48007845878601074,/noisy_odom,-2.3577251930101992,0.27168120283138286
0.48061347007751465,/ekf_odom,-2.315395331804482,0.273667979448849
0.5131747722625732,/odom,-2.510387282992197,1.0610857868221286
0.5138547420501709,/noisy_odom,-2.370739928148964,0.3381711912242834
0.5145218372344971,/ekf_odom,-2.3285743610343985,0.33954713763710315
0.5472598075866699,/odom,-2.5103873575794027,1.0610857302972074
0.5481321811676025,/noisy_odom,-2.437182493421103,0.34608436053214864
0.5490753650665283,/ekf_odom,-2.3946428832524695,0.3481504159154367
0.5814626216888428,/odom,-2.5103874765626975,1.061085666605489
0.5825719833374023,/noisy_odom,-2.406220239390099,0.3220239490279274
0.5836691856384277,/ekf_odom,-2.363546910682768,0.32413575709919085
0.615900993347168,/odom,-2.510387583014782,1.061085659344756
0.6169242858886719,/noisy_odom,-2.383981761235898,0.27531330884341365
0.6177310943603516,/ekf_odom,-2.341309001152538,0.2764709647622708
0.649848222732544,/odom,-2.510387613588519,1.0610856898986394
0.6508865356445312,/noisy_odom,-2.4308439974712366,0.3953813244976494
0.6516172885894775,/ekf_odom,-2.3883219740794033,0.39693135257667267
0.6840133666992188,/odom,-2.510387615265449,1.0610857335919786
0.6850957870483398,/noisy_odom,-2.389396074443393,0.3425930643792334
0.6862585544586182,/ekf_odom,-2.347001837211885,0.34355691461599225
0.7183027267456055,/odom,-2.5103876109703362,1.0610857672328489
0.7191088199615479,/noisy_odom,-2.2456873063916496,0.3727694230622587
0.7197017669677734,/ekf_odom,-2.2033425196934258,0.37403379723111274
0.7521352767944336,/odom,-2.5103875877275525,1.0610857417012192
0.7529475688934326,/noisy_odom,-2.410939528747237,0.35253241873853103
0.7536764144897461,/ekf_odom,-2.368921481658137,0.35408893916359196
0.7860488891601562,/odom,-2.5103875387113335,1.0610857151462534
0.7868144512176514,/noisy_odom,-2.3662809966704,0.30706884802614354
0.7874982357025146,/ekf_odom,-2.3241854642742563,0.30900715764013076
0.8197855949401855,/odom,-2.5103874022949864,1.0610856925459557
0.8204739093780518,/noisy_odom,-2.3666992707449905,0.35396037658958235
0.8210430145263672,/ekf_odom,-2.3248584861471526,0.3564806729933934
0.8537440299987793,/odom,-2.51038736782124,1.0610856712092978
0.8544669151306152,/noisy_odom,-2.3485305917024264,0.3444864531842551
0.8553957939147949,/ekf_odom,-2.3062033093389616,0.3457947862215198
0.887718677520752,/odom,-2.5103873702478485,1.061085649993161
0.8885109424591064,/noisy_odom,-2.342964427516359,0.31739619310146105
0.8895752429962158,/ekf_odom,-2.300407577770467,0.31935279868032396
0.9219629764556885,/odom,-2.510387338233823,1.0610857079609952
0.9227843284606934,/noisy_odom,-2.310557513355443,0.24198019872607213
0.9235742092132568,/ekf_odom,-2.2683608542773177,0.2437192777934598
0.9557883739471436,/odom,-2.5103874220134563,1.0610857793675377
0.9566147327423096,/noisy_odom,-2.352578114901691,0.35034729640778184
0.9572763442993164,/ekf_odom,-2.310490079832017,0.3519337456341506
0.9897167682647705,/odom,-2.51038754795456,1.0610858313384623
0.9903993606567383,/noisy_odom,-2.339799006865235,0.3626958366317371
0.9909288883209229,/ekf_odom,-2.297704409804382,0.36430808244836954
1.0237934589385986,/odom,-2.5103876443787665,1.0610857682559598
